log_id,treatment_date,cost,garage_name,repair_description,worker_id,license_plate
2002104,2025-06-30,873,Barber-Jackson Garage,Massive Data,10103,52-790-348
2002105,2025-07-07,4870,Evans Moss and Gonzalez Garage,Massive Data,10270,76-806-204
2002106,2025-01-12,4196,Taylor LLC Garage,Massive Data,10037,46-806-388
2002107,2023-07-28,3905,Smith-Schneider Garage,Massive Data,10468,52-577-239
2002108,2026-02-04,3634,Franklin Group Garage,Massive Data,10330,28-891-126
2002109,2023-10-14,2683,Livingston Ltd Garage,Massive Data,10044,91-567-138
2002110,2024-03-10,4456,Berg LLC Garage,Massive Data,10002,82-404-427
2002111,2023-07-01,271,French Baker and Adams Garage,Massive Data,10496,21-807-25
2002112,2025-12-08,407,Clark and Sons Garage,Massive Data,10098,20-751-69
2002113,2023-03-22,4650,Adams-Atkinson Garage,Massive Data,10489,11-433-434
2002114,2023-05-06,498,Gregory Adams and Cohen Garage,Massive Data,10469,24-456-150
2002115,2025-10-14,4628,Graham Hopkins and Velez Garage,Massive Data,10091,96-763-86
2002116,2023-11-25,379,Lopez Juarez and Cole Garage,Massive Data,10282,67-370-378
2002117,2024-07-20,3900,Larson-Cooper Garage,Massive Data,10143,20-440-151
2002118,2023-12-13,118,Roberts-Kim Garage,Massive Data,10467,87-268-328
2002119,2023-08-27,4289,Juarez Johnson and Porter Garage,Massive Data,10058,64-810-467
2002120,2024-05-18,4815,Carpenter-Lane Garage,Massive Data,10078,93-388-245
2002121,2023-09-29,1204,Turner-Townsend Garage,Massive Data,10495,92-498-363
2002122,2024-10-06,1915,Reyes-Jarvis Garage,Massive Data,10192,67-175-487
2002123,2024-11-25,4622,Meza and Sons Garage,Massive Data,10322,60-386-256
2002124,2023-09-27,1421,Martinez Cole and Brooks Garage,Massive Data,10159,98-556-262
2002125,2024-10-19,773,Morgan and Sons Garage,Massive Data,10239,25-656-65
2002126,2025-03-20,3896,Smith PLC Garage,Massive Data,10109,72-432-418
2002127,2025-05-04,3091,Hernandez-Campbell Garage,Massive Data,10477,24-612-316
2002128,2024-04-18,231,Thomas-Williams Garage,Massive Data,10128,21-755-259
2002129,2025-09-22,3643,Reyes-Dyer Garage,Massive Data,10134,84-360-358
2002130,2023-05-15,2290,West Graves and Williams Garage,Massive Data,10070,57-824-459
2002131,2023-11-17,265,Schultz Nelson and Li Garage,Massive Data,10129,41-569-30
2002132,2025-07-07,3017,Blanchard-Lawrence Garage,Massive Data,10096,26-398-507
2002133,2024-12-27,890,Jones and Sons Garage,Massive Data,10429,21-735-504
2002134,2025-11-02,4992,Case-Adkins Garage,Massive Data,10461,71-959-88
2002135,2025-11-22,2390,Francis-Kim Garage,Massive Data,10289,39-584-44
2002136,2023-11-26,2734,Stanley Group Garage,Massive Data,10442,87-746-449
2002137,2024-12-25,4047,Weiss Wells and Miller Garage,Massive Data,10266,42-584-276
2002138,2023-07-20,3267,Mitchell LLC Garage,Massive Data,10234,78-768-123
2002139,2024-10-22,4230,Hodge Small and Williams Garage,Massive Data,10252,21-807-25
2002140,2023-12-23,3100,Richardson Patterson and Hill Garage,Massive Data,10391,46-570-33
2002141,2026-03-10,3819,Conrad-Buck Garage,Massive Data,10412,77-833-311
2002142,2025-11-27,4717,Thomas Inc Garage,Massive Data,10406,59-562-129
2002143,2024-02-26,3215,Turner-Walter Garage,Massive Data,10200,86-470-121
2002144,2025-10-06,3897,Roberts Hogan and Palmer Garage,Massive Data,10139,42-214-240
2002145,2024-09-29,1746,Cohen-Cook Garage,Massive Data,10424,75-538-90
2002146,2025-02-10,1728,Fleming Group Garage,Massive Data,10193,62-774-195
2002147,2026-02-21,3934,Morris-Phillips Garage,Massive Data,10077,17-510-323
2002148,2024-11-22,3841,Cummings Ltd Garage,Massive Data,10309,19-862-253
2002149,2024-08-21,3378,Reed-Elliott Garage,Massive Data,10127,99-923-57
2002150,2025-05-27,377,Davis PLC Garage,Massive Data,10044,39-366-199
2002151,2024-12-17,1289,Williams Little and Franklin Garage,Massive Data,10036,93-176-215
2002152,2025-04-30,3971,Williams-Krause Garage,Massive Data,10022,83-335-419
2002153,2025-11-09,4613,Johnson and Sons Garage,Massive Data,10163,79-364-108
2002154,2024-07-28,3920,Richard LLC Garage,Massive Data,10447,26-658-198
2002155,2025-04-21,2375,Edwards Alvarado and Brown Garage,Massive Data,10056,64-697-29
2002156,2024-10-05,1998,Chapman Taylor and Davidson Garage,Massive Data,10037,91-830-354
2002157,2023-11-25,3212,White-Hanson Garage,Massive Data,10048,73-134-40
2002158,2023-09-08,1201,Wilson Payne and Trujillo Garage,Massive Data,10161,34-912-127
2002159,2025-09-01,3566,Adams Ltd Garage,Massive Data,10233,87-746-449
2002160,2024-09-21,4227,Salazar PLC Garage,Massive Data,10455,83-503-80
2002161,2024-05-02,2116,Prince Ltd Garage,Massive Data,10013,93-964-16
2002162,2024-05-09,755,Dickerson-Burns Garage,Massive Data,10277,88-918-461
2002163,2024-10-24,200,Alvarado Inc Garage,Massive Data,10097,24-540-178
2002164,2024-08-02,1930,Jones-Garcia Garage,Massive Data,10064,91-214-59
2002165,2023-12-20,2772,Taylor-Moyer Garage,Massive Data,10500,15-751-212
2002166,2026-03-01,4753,Mason-Herrera Garage,Massive Data,10288,27-497-478
2002167,2026-03-08,3421,Buck Inc Garage,Massive Data,10260,98-696-193
2002168,2023-07-31,2250,Ford Mitchell and Lee Garage,Massive Data,10379,77-658-490
2002169,2025-05-07,3748,Jackson LLC Garage,Massive Data,10120,88-918-461
2002170,2024-09-04,2222,Hood-Smith Garage,Massive Data,10033,88-252-338
2002171,2023-04-15,2374,Smith-Johnson Garage,Massive Data,10458,78-620-56
2002172,2025-06-26,1434,Marquez LLC Garage,Massive Data,10352,10-399-120
2002173,2024-12-02,1029,Duncan Murray and Duncan Garage,Massive Data,10286,99-862-235
2002174,2024-01-25,2679,Davis Estrada and Gibson Garage,Massive Data,10055,86-470-121
2002175,2024-07-20,892,Caldwell Christensen and Burnett Garage,Massive Data,10142,80-372-441
2002176,2025-10-27,2924,Garcia-Rivera Garage,Massive Data,10052,96-143-335
2002177,2023-08-06,4147,Wiggins-Hill Garage,Massive Data,10204,57-762-325
2002178,2023-11-19,352,Freeman Peck and Weiss Garage,Massive Data,10335,68-409-214
2002179,2023-11-09,4659,Stone-Valdez Garage,Massive Data,10218,24-486-480
2002180,2025-07-19,4855,Kent LLC Garage,Massive Data,10194,99-923-57
2002181,2024-05-21,1332,Moore-Delgado Garage,Massive Data,10068,94-933-18
2002182,2023-05-29,1737,Schultz LLC Garage,Massive Data,10116,46-110-81
2002183,2024-08-23,2827,Bowers-Mcneil Garage,Massive Data,10162,78-514-110
2002184,2023-11-02,1555,Rivera Group Garage,Massive Data,10260,15-477-416
2002185,2025-09-23,4845,Ford-Williams Garage,Massive Data,10444,12-449-246
2002186,2025-04-21,1273,Graham Carson and Robinson Garage,Massive Data,10359,90-537-101
2002187,2023-07-21,4192,Jones Reynolds and Bryant Garage,Massive Data,10046,19-423-420
2002188,2025-10-27,1503,Walker and Sons Garage,Massive Data,10158,34-576-35
2002189,2024-06-21,2438,Wilkinson-Williams Garage,Massive Data,10227,61-554-484
2002190,2025-01-24,4281,Hunt and Sons Garage,Massive Data,10205,87-746-449
2002191,2024-07-05,2919,Wagner PLC Garage,Massive Data,10341,71-159-184
2002192,2025-09-03,3833,Walls-Roberts Garage,Massive Data,10258,39-366-199
2002193,2025-04-26,2554,Chavez-Jones Garage,Massive Data,10465,89-795-07
2002194,2026-03-18,994,Yang Hughes and Andrews Garage,Massive Data,10040,52-497-409
2002195,2024-03-28,1155,Rogers Gonzalez and Watkins Garage,Massive Data,10275,25-474-23
2002196,2024-05-15,2819,Hahn-Hoover Garage,Massive Data,10419,80-372-441
2002197,2025-12-21,2771,Ball-White Garage,Massive Data,10064,54-965-13
2002198,2024-02-22,685,Singleton-Berry Garage,Massive Data,10384,24-456-150
2002199,2024-11-20,1282,Sanchez Inc Garage,Massive Data,10043,24-650-466
2002200,2024-11-08,3145,Ryan-Bowen Garage,Massive Data,10405,91-228-290
2002201,2023-09-13,666,Robles Farley and Cross Garage,Massive Data,10291,49-599-263
2002202,2024-04-13,2407,Shannon-Phillips Garage,Massive Data,10389,96-763-86
2002203,2023-09-16,4147,Campbell Morgan and Johnson Garage,Massive Data,10469,49-368-99
2002204,2026-02-15,4530,Johnson Robinson and Rivera Garage,Massive Data,10466,26-521-165
2002205,2026-01-11,1634,Shaw LLC Garage,Massive Data,10203,93-426-361
2002206,2025-01-30,187,Hayes Group Garage,Massive Data,10371,35-872-71
2002207,2026-02-20,2910,Wolfe-Peterson Garage,Massive Data,10262,70-983-117
2002208,2024-05-24,3525,Decker Inc Garage,Massive Data,10168,77-833-311
2002209,2024-11-12,4246,Duncan-Thomas Garage,Massive Data,10255,39-657-75
2002210,2023-09-09,2272,Carpenter Carney and Bell Garage,Massive Data,10101,11-583-228
2002211,2023-05-31,1607,Atkins Gray and Dawson Garage,Massive Data,10241,38-446-45
2002212,2024-09-16,3501,Herrera-Vargas Garage,Massive Data,10406,44-163-423
2002213,2024-12-17,3788,Duffy-Wood Garage,Massive Data,10005,88-496-196
2002214,2026-02-17,4006,Watson Oneal and Sexton Garage,Massive Data,10092,21-735-504
2002215,2024-07-21,3661,Hudson Beasley and Cole Garage,Massive Data,10177,28-506-209
2002216,2026-02-01,467,Bennett-Rojas Garage,Massive Data,10219,33-804-381
2002217,2025-02-26,3698,Wang and Sons Garage,Massive Data,10388,35-578-508
2002218,2025-03-22,4246,Walls LLC Garage,Massive Data,10010,11-525-200
2002219,2025-10-31,4880,Mcdonald Hanson and Martinez Garage,Massive Data,10129,18-963-226
2002220,2023-08-31,2250,Torres-Woodard Garage,Massive Data,10402,49-223-153
2002221,2025-12-31,4017,Morton Mcfarland and Rice Garage,Massive Data,10321,25-271-350
2002222,2025-07-04,3510,Stephenson Collins and Lee Garage,Massive Data,10417,51-886-456
2002223,2024-05-17,3390,Dixon Webb and Simpson Garage,Massive Data,10283,35-680-220
2002224,2026-01-25,3910,Griffin Group Garage,Massive Data,10422,16-347-380
2002225,2026-01-15,4868,Hughes Group Garage,Massive Data,10368,53-264-455
2002226,2024-09-20,3551,Peterson-Schneider Garage,Massive Data,10200,18-467-189
2002227,2025-02-14,1290,Day PLC Garage,Massive Data,10263,56-408-424
2002228,2024-03-02,2931,Alvarez Turner and Hernandez Garage,Massive Data,10061,40-280-158
2002229,2025-11-07,1706,Avery Taylor and Lynn Garage,Massive Data,10028,83-503-80
2002230,2023-12-25,2994,Thomas LLC Garage,Massive Data,10405,35-872-71
2002231,2026-02-16,3160,Dougherty Carpenter and Lucas Garage,Massive Data,10319,45-831-405
2002232,2024-12-09,3799,Bradley-Diaz Garage,Massive Data,10181,16-424-326
2002233,2024-03-02,4542,Davis Martin and Mason Garage,Massive Data,10199,46-463-244
2002234,2023-07-24,2066,Johnson Perez and Tran Garage,Massive Data,10071,38-903-50
2002235,2023-06-12,3820,Pitts-Gomez Garage,Massive Data,10476,18-963-226
2002236,2023-11-11,1355,Davis Francis and Christensen Garage,Massive Data,10500,35-578-508
2002237,2023-07-23,4641,Reid-Fletcher Garage,Massive Data,10265,94-806-192
2002238,2025-06-21,3869,Nguyen-Tyler Garage,Massive Data,10314,90-762-281
2002239,2025-02-22,1228,Murphy Hill and Brewer Garage,Massive Data,10150,47-471-124
2002240,2025-02-26,4166,Dixon Rogers and Gibbs Garage,Massive Data,10462,38-903-50
2002241,2024-09-03,2521,Bailey-Flores Garage,Massive Data,10083,16-209-187
2002242,2024-06-17,2956,Scott Patton and Morris Garage,Massive Data,10164,12-311-506
2002243,2024-04-19,319,Oliver LLC Garage,Massive Data,10170,75-134-167
2002244,2023-11-25,3398,Lane Craig and Pruitt Garage,Massive Data,10367,19-935-442
2002245,2024-04-07,3843,Thomas Group Garage,Massive Data,10263,45-328-288
2002246,2024-05-29,3274,Avila Inc Garage,Massive Data,10509,11-583-228
2002247,2025-05-10,4042,Cohen Inc Garage,Massive Data,10270,29-254-277
2002248,2024-05-28,4029,Thompson-Turner Garage,Massive Data,10237,87-746-449
2002249,2026-02-15,2378,Velasquez-Young Garage,Massive Data,10033,71-159-184
2002250,2023-07-25,1198,Owens and Sons Garage,Massive Data,10263,17-840-254
2002251,2025-02-09,3742,Douglas Ltd Garage,Massive Data,10369,13-203-125
2002252,2023-07-10,3930,Richardson Lee and Tucker Garage,Massive Data,10135,29-883-341
2002253,2024-11-09,2245,Navarro-Wells Garage,Massive Data,10322,75-497-320
2002254,2025-02-25,4328,Walton Garcia and Braun Garage,Massive Data,10477,99-887-100
2002255,2025-02-16,1515,Thomas Duran and Smith Garage,Massive Data,10370,72-106-166
2002256,2024-03-18,1659,Riley Rodriguez and Rodriguez Garage,Massive Data,10391,93-964-16
2002257,2025-01-28,2499,Pittman Wood and Brown Garage,Massive Data,10283,44-943-308
2002258,2025-07-27,4407,Krueger Ltd Garage,Massive Data,10041,73-134-40
2002259,2025-09-23,3764,Gomez-Richards Garage,Massive Data,10466,47-551-76
2002260,2025-06-23,3979,Larson LLC Garage,Massive Data,10285,18-489-257
2002261,2024-08-26,244,Gilbert-Smith Garage,Massive Data,10399,66-369-403
2002262,2025-04-18,2906,Garcia-Brown Garage,Massive Data,10456,44-802-60
2002263,2024-07-03,1160,Mcgrath-Smith Garage,Massive Data,10166,73-892-249
2002264,2026-01-07,1000,Huff PLC Garage,Massive Data,10203,86-528-334
2002265,2024-02-10,1869,Sheppard Meyer and Webb Garage,Massive Data,10337,40-939-163
2002266,2024-04-30,3034,Evans Obrien and Roberts Garage,Massive Data,10027,57-864-293
2002267,2024-02-03,828,Phillips PLC Garage,Massive Data,10366,87-746-449
2002268,2023-07-28,102,Myers-Sanchez Garage,Massive Data,10477,93-260-400
2002269,2023-08-27,1982,Jones-Nicholson Garage,Massive Data,10286,16-684-431
2002270,2024-07-30,2214,Lewis-Marshall Garage,Massive Data,10274,33-386-03
2002271,2024-03-02,2642,Mason-Rios Garage,Massive Data,10170,46-909-500
2002272,2026-02-12,3168,Ayala-Gonzalez Garage,Massive Data,10073,30-154-445
2002273,2024-09-03,2117,Rodriguez PLC Garage,Massive Data,10010,16-201-133
2002274,2026-01-16,4992,Wang Figueroa and Flowers Garage,Massive Data,10215,87-888-377
2002275,2025-08-17,338,Garcia PLC Garage,Massive Data,10495,15-625-476
2002276,2023-12-25,489,Fisher Ltd Garage,Massive Data,10311,14-850-137
2002277,2023-12-06,4513,Barrera and Sons Garage,Massive Data,10302,73-268-373
2002278,2025-11-25,696,Bennett Sanders and Cook Garage,Massive Data,10056,96-143-335
2002279,2025-01-15,4404,Chung-Duncan Garage,Massive Data,10489,41-979-109
2002280,2023-07-24,757,Smith Hernandez and James Garage,Massive Data,10120,59-826-146
2002281,2026-02-14,2565,Ortiz-Gonzalez Garage,Massive Data,10408,31-176-185
2002282,2024-09-15,2635,Wood-Malone Garage,Massive Data,10207,61-554-484
2002283,2025-03-27,2348,Bates Orozco and Osborne Garage,Massive Data,10116,17-656-327
2002284,2024-10-12,2130,Gilbert-Zimmerman Garage,Massive Data,10249,57-824-459
2002285,2025-07-07,4366,Graves and Sons Garage,Massive Data,10237,39-657-75
2002286,2025-09-07,3739,Elliott-Ward Garage,Massive Data,10024,20-663-217
2002287,2023-09-04,3351,Erickson-Wilson Garage,Massive Data,10283,94-862-175
2002288,2025-02-15,4647,Davis Group Garage,Massive Data,10003,26-304-237
2002289,2024-09-13,2937,King-Bauer Garage,Massive Data,10213,80-232-191
2002290,2023-11-10,4254,Ryan PLC Garage,Massive Data,10102,24-723-360
2002291,2025-04-06,1409,Martin-Nelson Garage,Massive Data,10125,16-928-36
2002292,2025-10-08,1599,Schmidt-Garcia Garage,Massive Data,10251,35-711-505
2002293,2025-06-01,651,Ruiz-Bell Garage,Massive Data,10145,58-487-09
2002294,2025-10-16,4153,Thompson Howe and Gordon Garage,Massive Data,10482,76-852-94
2002295,2025-04-06,3237,Warner-Burns Garage,Massive Data,10371,93-388-245
2002296,2024-01-28,4100,Buchanan-Hernandez Garage,Massive Data,10012,69-873-355
2002297,2024-08-22,1199,Morales Ltd Garage,Massive Data,10080,87-415-300
2002298,2023-07-01,139,Turner-Meyer Garage,Massive Data,10115,24-884-17
2002299,2024-03-06,3622,Coleman Ramirez and Greene Garage,Massive Data,10127,42-214-240
2002300,2024-02-24,4994,Brady Ltd Garage,Massive Data,10448,51-877-389
2002301,2024-12-13,4400,Spencer Santiago and Wright Garage,Massive Data,10315,38-903-50
2002302,2025-06-18,1017,Bullock Ltd Garage,Massive Data,10426,62-875-104
2002303,2025-08-03,4140,Peters-Gilbert Garage,Massive Data,10478,25-665-248
2002304,2024-07-21,422,Jackson Ltd Garage,Massive Data,10489,62-999-53
2002305,2024-02-16,1065,Robinson and Sons Garage,Massive Data,10278,11-775-331
2002306,2024-09-11,1564,Stone-Tucker Garage,Massive Data,10425,52-522-366
2002307,2026-02-08,104,Phillips Waters and Leonard Garage,Massive Data,10249,25-665-248
2002308,2024-02-04,2432,Fletcher-Green Garage,Massive Data,10110,23-709-486
2002309,2023-08-28,2122,Villa Ltd Garage,Massive Data,10160,46-116-39
2002310,2023-12-08,2513,Foster Patel and Perez Garage,Massive Data,10452,63-650-20
2002311,2024-05-19,422,Moyer LLC Garage,Massive Data,10253,79-514-382
2002312,2025-04-02,4876,Mcdonald-Diaz Garage,Massive Data,10462,44-943-308
2002313,2025-06-29,1138,Jones LLC Garage,Massive Data,10252,39-584-44
2002314,2023-12-30,3215,Heath Burns and Chang Garage,Massive Data,10307,73-726-242
2002315,2023-12-02,2625,Lopez Inc Garage,Massive Data,10283,21-735-504
2002316,2025-04-08,4987,Scott-Holland Garage,Massive Data,10323,95-132-433
2002317,2023-06-10,2949,George Wilson and Crane Garage,Massive Data,10466,73-892-249
2002318,2026-02-07,3685,Downs Inc Garage,Massive Data,10341,97-872-324
2002319,2026-02-13,2663,Powers-Green Garage,Massive Data,10276,24-774-132
2002320,2024-09-25,4973,Robinson-Harvey Garage,Massive Data,10483,65-927-343
2002321,2023-08-12,1582,Peters Smith and Turner Garage,Massive Data,10258,39-657-75
2002322,2026-01-16,2994,Nelson-Gutierrez Garage,Massive Data,10132,33-804-381
2002323,2025-06-20,3526,Massey Wells and Martinez Garage,Massive Data,10050,79-364-108
2002324,2026-01-14,1124,Robinson Ramirez and Hatfield Garage,Massive Data,10234,29-708-37
2002325,2025-03-26,2871,Martin Inc Garage,Massive Data,10323,46-570-33
2002326,2024-06-04,1263,Scott and Sons Garage,Massive Data,10019,14-943-321
2002327,2024-01-15,3046,Bray LLC Garage,Massive Data,10335,71-684-503
2002328,2024-08-11,386,Harris and Sons Garage,Massive Data,10401,15-751-212
2002329,2023-05-10,2632,Smith Lee and Skinner Garage,Massive Data,10176,11-403-247
2002330,2024-11-25,391,Cochran Roy and Morrison Garage,Massive Data,10392,80-761-390
2002331,2023-09-15,4503,Trujillo Sanders and Hansen Garage,Massive Data,10236,87-746-449
2002332,2025-04-07,4021,Brown and Sons Garage,Massive Data,10077,30-611-113
2002333,2024-02-19,4037,Suarez Schneider and Barton Garage,Massive Data,10453,60-339-479
2002334,2025-04-23,2791,Watkins PLC Garage,Massive Data,10419,44-802-60
2002335,2024-11-27,1002,Sullivan Jones and Chavez Garage,Massive Data,10243,45-607-97
2002336,2024-09-05,3517,Williams Miller and Wilson Garage,Massive Data,10307,51-981-460
2002337,2023-06-11,889,Cox Inc Garage,Massive Data,10111,11-583-228
2002338,2025-05-30,4420,Jones-Olson Garage,Massive Data,10037,71-454-491
2002339,2025-10-26,1049,Randolph-Horn Garage,Massive Data,10345,45-728-297
2002340,2023-09-29,2074,Young Brown and Bryant Garage,Massive Data,10151,19-423-420
2002341,2026-03-13,3109,Jackson-Sellers Garage,Massive Data,10299,26-658-198
2002342,2025-08-23,2266,Evans Stewart and Nunez Garage,Massive Data,10376,39-543-387
2002343,2024-12-04,4172,Wright Cervantes and Campbell Garage,Massive Data,10400,72-300-399
2002344,2025-04-12,4633,Ramirez Mcgrath and Lynn Garage,Massive Data,10347,24-218-82
2002345,2023-05-12,3588,Howell Martinez and Turner Garage,Massive Data,10329,47-392-78
2002346,2025-01-03,4041,Payne Rodriguez and James Garage,Massive Data,10029,24-709-333
2002347,2025-01-14,1200,Smith-Alvarez Garage,Massive Data,10057,73-726-242
2002348,2024-09-22,2004,Charles Silva and Miles Garage,Massive Data,10106,99-379-494
